id	type	language	institutionID	institutionCode	collectionCode	ownerInstitutionCode	basisOfRecord	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	occurrenceStatus	preparations	disposition	samplingProtocol	samplingEffort	eventDate	eventTime	year	month	day	habitat	eventRemarks	continent	country	countryCode	stateProvince	county	locality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	identifiedBy	dateIdentified	identificationRemarks	identificationQualifier	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName
UPTC:26:26670	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26670	26670		Cuta,L 1072	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Epifilo	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Riccardia regnellii	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Aneuraceae	Riccardia	regnellii	Especie		(?ngstr.) G.K.Hell	Hepática
UPTC:26:26671	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26671	26671		Cuta,L 1073	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Lepidozia cupressina	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Lepidozia	cupressina	Especie		(Sw.) Lindenb.	Hepática
UPTC:26:26672	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26672	26672		Cuta,L 1074	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Pleurozium schreberi	Plantae	Bryophyta	Bryopsida	Hypnales	Hylocomiaceae	Pleurozium	schreberi	Especie		(Brid.) Mitt.	Musgo
UPTC:26:26673	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26673	26673		Cuta,L 1075	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Epifilo	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Cryptolophocolea martiana	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Cryptolophocolea	martiana	Especie		(Ness.) L. Söderstr. et al.	Hepática
UPTC:26:26674	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26674	26674		Cuta,L 1076	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno			cf. huillense	Rhodobryum huillense	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Rhodobryum	huillense	Especie		(Welw.& Duby.) Touw.	Musgo
UPTC:26:26675	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26675	26675		Cuta,L 1077	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Campylopus pilifer	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	pilifer	Especie		Brid.	Musgo
UPTC:26:26676	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26676	26676		Cuta,L 1078	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Frullania lobatohastata	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	lobatohastata	Especie		Steph.	Hepática
UPTC:26:26677	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26677	26677		Cuta,L 1079	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno			aff. cuspidatus	Campylopus cuspidatus	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	cuspidatus	Especie		(Hornsch.) Mitt.	Musgo
UPTC:26:26678	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26678	26678		Cuta,L 1080	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Leptodontium pungens	Plantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Leptodontium	pungens	Especie		(Mitt.) Kindb	Musgo
UPTC:26:26679	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26679	26679		Cuta,L 1081	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno			cf. ciliata	Metzgeria ciliata	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	ciliata	Especie		Raddi	Hepática
UPTC:26:26680	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26680	26680		Cuta,L 1082	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Plagiochila bifaria	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae	Plagiochila	bifaria	Especie		(Sw.) Lindenb.	Hepática
UPTC:26:26681	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26681	26681		Cuta,L 1083	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Bryum capillare	Plantae	Bryophyta	Bryopsida	Bryales	Bryaceae	Bryum	capillare	Especie		Hedw.	Musgo
UPTC:26:26682	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26682	26682		Cuta,L 1084	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Saxícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Syzygiella rubricaulis	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jamesoniellaceae	Syzygiella	rubricaulis	Especie		(Nees) Steph.	Hepática
UPTC:26:26683	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26683	26683		Cuta,L 1085	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno			cf. trianae	Breutelia trianae	Plantae	Bryophyta	Bryopsida	Bartramiales	Bartramiaceae	Breutelia	trianae	Especie		(Hampe). A. Jaeger	Musgo
UPTC:26:26684	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26684	26684		Cuta,L 1086	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno			cf. cavifolius	Campylopus cavifolius	Plantae	Bryophyta	Bryopsida	Dicranales	Leucobryaceae	Campylopus	cavifolius	Especie		Mitt.	Musgo
UPTC:26:26685	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26685	26685		Cuta,L 1087	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Cheilolejeunea unciloba	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Cheilolejeunea	unciloba	Especie		(Lindenb.) Malombe	Hepática
UPTC:26:26686	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26686	26686		Cuta,L 1088	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Bazzania hookeri	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Bazzania	hookeri	Especie		(Lindenb.) Trevis	Hepática
UPTC:26:26687	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26687	26687		Cuta,L 1089	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Bazzania longistipula	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Bazzania	longistipula	Especie		(Lindenb.) Trevis.	Hepática
UPTC:26:26688	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26688	26688		Cuta,L 1090	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Anoplolejeunea conferta	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Anoplolejeunea	conferta	Especie		(Spreng.) A. Evans	Hepática
UPTC:26:26689	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26689	26689		Cuta,L 1091	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Blepharolejeunea incongrua	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Blepharolejeunea	incongrua	Especie		(Lindenb. & Gottsche) Slageren & Kruijt.	Hepática
UPTC:26:26690	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26690	26690		Cuta,L 1092	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Chorisodontium mittenii	Plantae	Bryophyta	Bryopsida	Dicranales	Dicranaceae	Chorisodontium	mittenii	Especie		(Müll. Hal.) Broth.	Musgo
UPTC:26:26691	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26691	26691		Cuta,L 1093	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Paracromastigum granatense	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Paracromastigum	granatense	Especie		(Gottsche) R.M Schust	Hepática
UPTC:26:26692	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26692	26692		Cuta,L 1094	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Metzgeria albinea	Plantae	Marchantiophyta	Jungermanniopsida	Metzgeriales	Metzgeriaceae	Metzgeria	albinea	Especie		Spruce	Hepática
UPTC:26:26693	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26693	26693		Cuta,L 1095	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Epifilo	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Cryptolophocolea martiana	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Cryptolophocolea	martiana	Especie		(Ness.) L. Söderstr. et al.	Hepática
UPTC:26:26694	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26694	26694		Cuta,L 1096	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Terrícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Calypogeia uncinulatula	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Calypogeiaceae	Calypogeia	uncinulatula	Especie		Herzog	Hepática
UPTC:26:26695	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26695	26695		Cuta,L 1097	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Madera en descomposición	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Lepidozia cupressina	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Lepidozia	cupressina	Especie		(Sw.) Lindenb.	Hepática
UPTC:26:26696	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26696	26696		Cuta,L 1098	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Frullania lobatohastata	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	lobatohastata	Especie		Steph.	Hepática
UPTC:26:26697	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26697	26697		Cuta,L 1099	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Syzygiella campanulata	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jamesoniellaceae	Syzygiella	campanulata	Especie		Herzog	Hepática
UPTC:26:26698	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26698	26698		Cuta,L 1100	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Bazzania longistipula	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lepidoziaceae	Bazzania	longistipula	Especie		(Lindenb.) Trevis.	Hepática
UPTC:26:26699	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26699	26699		Cuta,L 1101	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Cheilolejeunea xanthocarpa	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Lejeuneaceae	Cheilolejeunea	xanthocarpa	Especie		(Lehm.& Lindenb.) Malombe	Hepática
UPTC:26:26700	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26700	26700		Cuta,L 1102	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Saxícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Heteroscyphus polyblepharis	Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Lophocoleaceae	Heteroscyphus	polyblepharis	Especie		(Spruce) Schiffn.	Hepática
UPTC:26:26701	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26701	26701		Cuta,L 1103	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Frullania lobatohastata	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	lobatohastata	Especie		Steph.	Hepática
UPTC:26:26702	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26702	26702		Cuta,L 1104	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Frullania setigera	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	setigera	Especie		Steph.	Hepática
UPTC:26:26703	Evento	es	891.800.330-1	Universidad Pedagógica y Tecnológica de Colombia (UPTC)	Herbario UPTC	UPTC	HumanObservation	UPTC:26:26703	26703		Cuta,L 1105	L. Cuta & D. A. Moreno	1	Presente	Seco	En colección	Colecta general	8 Horas/ dia	2018-10-11	8:00/16:00	2018	10	11	Arbustal/páramo	Cortícola	SA	Colombia	CO	Boyacá	Arcabuco	Vereda Rupavita	3355	3355	3355	5°44'23.2''N | 73°23'27.1''W	5°44'23.2''N	73°23'27.1''W	Grados minutos segundos	WGS84	5.7397778	-73.3908611	WGS84	D. A. Moreno				Frullania paradoxa	Plantae	Marchantiophyta	Jungermanniopsida	Porellales	Frullaniaceae	Frullania	paradoxa	Especie		Lehm. & Lindenb.	Hepática
